county,year,month,num_of_inmates,num_of_inmate_days,cost_in_dollars,link
refugio,2014,august,2,6,287.88,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
roberts,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
robertson,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
rockwall,2014,august,6,96,1750.08,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
runnels,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
rusk,2014,august,1,54,1019.52,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
sabine,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
san augustine,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
san jacinto,2014,august,1,3,51.75,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
san patricio,2014,august,1,1,37.08,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
san saba,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
schleicher,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
scurry,2014,august,3,31,3084.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
shackelford,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
shelby,2014,august,1,31,1302,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
sherman,2014,august,1,19,1414.36,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
smith,2014,august,15,299,16660.280000000002,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
somervell,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
starr,2014,august,35,452,10206.16,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
stephens,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
sterling,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
stonewall,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
sutton,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
swisher,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
tarrant,2014,august,197,4347,166794.38999999998,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
taylor,2014,august,5,136,3798.48,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
terrell,2014,august,1,2,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
terry,2014,august,5,101,5748.92,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
throckmorton,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
titus,2014,august,7,147,4042.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
tom green,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
travis,2014,august,412,7385,776606.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
trinity,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
tyler,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
upshur,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
upton,2014,august,1,31,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
uvalde,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
val verde (private facility),2014,august,6,165,9240,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
van zandt,2014,august,3,93,2560.29,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
victoria,2014,august,2,46,1980.3,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
walker,2014,august,5,102,3308.88,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
waller,2014,august,7,141,5197.26,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
ward,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
washington,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
webb,2014,august,74,699,39018.18,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
wharton,2014,august,16,469,23450,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
wheeler,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
wichita,2014,august,7,151,6942.98,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
wilbarger,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
willacy,2014,august,4,103,3178.58,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
williamson,2014,august,73,1376,108704,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
wilson,2014,august,4,71,3479,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
winkler,2014,august,1,1,46.42,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
wise,2014,august,7,104,2726.88,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
wood,2014,august,4,86,3714.34,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
yoakum,2014,august,4,72,3376.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
young,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
zapata,2014,august,13,149,3614.74,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
zavala,2014,august,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Aug 14.pdf
anderson,2014,july,1,30,660,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
andrews,2014,july,3,90,4737.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
angelina,2014,july,2,60,2799,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
aransas,2014,july,9,20,929.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
archer,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
armstrong,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
atascosa,2014,july,5,120,6240,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
austin,2014,july,4,70,3360,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
bailey,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
bandera,2014,july,1,17,772.48,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
bastrop,2014,july,18,310,13860.1,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
baylor,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
bee,2014,july,3,69,1703.61,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
bell,2014,july,19,396,22821.480000000003,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
bexar,2014,july,283,5400,248400,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
blanco,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
bosque,2014,july,1,7,429.66,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
bowie (private facility),2014,july,2,42,2011.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
brazoria,2014,july,9,162,5509.620000000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
brazos,2014,july,55,1270,31851.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
brewster,2014,july,1,17,696.49,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
briscoe,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
brooks,2014,july,6,73,2852.84,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
brown,2014,july,5,150,4800,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
burleson,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
caldwell,2014,july,1,4,134.28,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
calhoun,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
callahan,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
cameron,2014,july,228,4625,215571.25,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
camp,2014,july,8,143,5634.2,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
carson,2014,july,9,131,3275,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
cass,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
castro,2014,july,4,53,2998.21,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
chambers,2014,july,6,84,2142,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
cherokee,2014,july,2,60,1789.2,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
childress,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
clay,2014,july,1,30,1776.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
cochran,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
coke,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
coleman,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
collin,2014,july,82,1879,94682.81,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
collingsworth,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
colorado,2014,july,1,23,918.8499999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
comal,2014,july,3,48,1626.24,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
comanche,2014,july,11,258,18617.280000000002,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
concho,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
cooke,2014,july,3,90,4594.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
coryell,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
cottle,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
crane,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
crockett,2014,july,1,30,1125,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
crosby,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
culberson,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
dallam,2014,july,2,30,1509.3,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
dallas,2014,july,592,13491,734584.9500000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
dawson,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
deaf smith,2014,july,6,111,3938.2799999999997,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
delta,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
denton,2014,july,113,2738,124140.92,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
dewitt,2014,july,5,99,3091.77,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
dickens,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
dimmit,2014,july,3,90,2987.1,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
donley,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
duval,2014,july,4,107,5112.46,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
eastland,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
ector,2014,july,31,715,30823.649999999998,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
edwards,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
el paso,2014,july,511,11279,894311.91,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
ellis,2014,july,21,489,22005,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
erath,2014,july,1,30,939.9,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
falls,2014,july,4,82,2173,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
fannin (private facility - 1),2014,july,1,4,180,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
fayette,2014,july,2,34,690.2,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
fisher,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
floyd,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
foard,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
fort bend,2014,july,124,2347,97353.56,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
franklin,2014,july,1,28,1148.84,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
freestone,2014,july,1,30,1140,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
frio (private facility),2014,july,2,31,868,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
gaines,2014,july,3,49,5681.55,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
galveston,2014,july,17,476,22876.56,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
garza,2014,july,1,30,1033.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
gillespie,2014,july,4,73,12066.17,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
glasscock,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
goliad,2014,july,2,60,2700,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
gonzales,2014,july,11,218,10228.56,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
gray,2014,july,7,137,6028,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
grayson,2014,july,14,350,20475,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
gregg,2014,july,6,146,4517.24,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
grimes,2014,july,9,159,5843.25,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
guadalupe,2014,july,24,494,20624.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hale,2014,july,4,100,3800,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hall,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hamilton,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hansford,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hardeman,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hardin,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
harris,2014,july,1168,24626,1846950,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
harrison,2014,july,12,314,11037.1,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
haskell (private facility),2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hays,2014,july,32,626,42943.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hemphill,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
henderson,2014,july,3,62,1920.1399999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hidalgo,2014,july,340,6252,316413.72000000003,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hill,2014,july,9,146,3990.18,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hockley,2014,july,4,105,4742.85,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hood,2014,july,5,77,3692.15,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hopkins,2014,july,2,60,2400,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
houston,2014,july,6,84,3717,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
howard,2014,july,1,32,1610.24,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hudspeth,2014,july,2,37,576.8299999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hunt,2014,july,4,103,3566.8900000000003,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
hutchinson,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
irion,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
jack,2014,july,1,30,683.7,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
jackson,2014,july,2,28,1205.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
jasper,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
jeff davis,2014,july,2,48,2448,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
jefferson,2014,july,15,392,21560,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
jim hogg,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
jim wells,2014,july,1,30,1650,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
johnson,2014,july,9,169,7618.52,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
jones,2014,july,1,11,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
karnes,2014,july,1,8,168,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
kaufman,2014,july,7,132,4385.04,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
kendall,2014,july,9,133,7338.94,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
kenedy,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
kent,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
kerr,2014,july,5,34,1398.42,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
kimble,2014,july,1,30,750,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
king,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
kinney,2014,july,1,30,1378.2,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
kleberg,2014,july,10,134,5703.04,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
knox,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
la salle,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
lamar,2014,july,3,53,1569.86,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
lamb,2014,july,1,6,265.32,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
lampasas,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
lavaca,2014,july,6,70,3120.6,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
lee,2014,july,2,60,2418,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
leon,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
liberty (private facility),2014,july,17,273,12694.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
limestone,2014,july,9,197,8274,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
lipscomb,2014,july,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report July 14.pdf
